Serial Number / PAK number,Coverage,Covered Line Status,Business Entity,Sub Business Entity,Product Family,Product ID,Product Description,Asset Type,Product Type,Offer Type,Parent Offer Type,PID Mapping Group,Item Quantity,Covered Line Start Date,Covered Line End Date,Covered Line End Date FY,Covered Line End Date FY-FQ,Contract Type,Contract Number,Ship Date,Ship Date FY,Ship Date FY-FQ,End of Product Sale Date,Last Renewal Date,End of Software Maintenance Date,Last Date of Support,LDOS FY,LDOS FY-FQ,Migration PID Flag,Install Site GU Name,Install Site GU ID,Install Site CR Parent Party Name,Install Site CR Parent Party ID,Install Site CR Party Name,Install Site CR Party ID,Install Site Name,Install Site ID,Install Site Address 1,Install Site City,Install Site State,Major/Minor,Configuration
SSI16210RZ4,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113999
SSI16210S2F,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-FA-BUN,"^Standard airflow pack: N2K-C2248TP-1GE, 2AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113829
SSI16210V47,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113929
SSI16210V49,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113935
SSI16210V4A,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113802
SSI16210V4B,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113931
SSI16210V4F,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113933
SSI16210VAL,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-FA-BUN,"^Standard airflow pack: N2K-C2248TP-1GE, 2AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113810
SSI16150JE2,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/18/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114370
SSI16170A41,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,4/1/18,3/31/19,2019,2019 Q3,SNT,92058507,7/18/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114368
SSI16170A92,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,4/1/24,5/31/24,2024,2024 Q4,SNT,205483789,7/18/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,"Entergy Services, Inc.",2000262575,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114367
SSI16170ABH,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,4/1/24,5/31/24,2024,2024 Q4,SNT,205483789,7/18/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,"Entergy Services, Inc.",2000262575,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114369
SSI16170CNT,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,4/1/18,3/31/19,2019,2019 Q3,SNT,92058507,7/18/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114371
JAF1619BKTM,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-M148GS-11,"Nexus 7000 - 48 Port 1G,  SFP",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,12/18/12,3/18/17,,12/31/17,2018,2018 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,115373
JAF1624BGDB,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-M148GS-11,"Nexus 7000 - 48 Port 1G,  SFP",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,12/18/12,3/18/17,,12/31/17,2018,2018 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,115359
JAF1624BGDS,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-M148GS-11,"Nexus 7000 - 48 Port 1G,  SFP",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,12/18/12,3/18/17,,12/31/17,2018,2018 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,115386
JAF1627AJBM,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-SUP1-BUN,"^Nexus 7000 - Supervisor 1, Includes External 8GB Flash",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115347.7
JAF1627AJGE,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-SUP1-BUN,"^Nexus 7000 - Supervisor 1, Includes External 8GB Flash",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115365.3
JAF1627APTK,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-M108X2-12L,Nexus 7000 - 8 Port 10GbE with XL option (req. X2),Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,10/30/16,1/28/21,10/30/17,10/31/21,2022,2022 Q2,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115383.2
JAF1627AQBT,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-M108X2-12L,Nexus 7000 - 8 Port 10GbE with XL option (req. X2),Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,10/30/16,1/28/21,10/30/17,10/31/21,2022,2022 Q2,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115347.6
JAF1627BBEE,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-F248XP-25,Nexus 7000 F2-Series 48 Port 10GbE (req. SFP+),Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,2/2/16,5/2/20,2/1/17,1/31/21,2021,2021 Q3,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115383.5
JAF1628ADHP,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-SUP1-BUN,"^Nexus 7000 - Supervisor 1, Includes External 8GB Flash",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115383.4
JAF1628ADJA,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-SUP1-BUN,"^Nexus 7000 - Supervisor 1, Includes External 8GB Flash",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115383.3
JAF1628ADND,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-SUP1-BUN,"^Nexus 7000 - Supervisor 1, Includes External 8GB Flash",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115347.8
JAF1628ADNE,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-SUP1-BUN,"^Nexus 7000 - Supervisor 1, Includes External 8GB Flash",Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115365.2
JAF1628APCL,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-M108X2-12L,Nexus 7000 - 8 Port 10GbE with XL option (req. X2),Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,10/30/16,1/28/21,10/30/17,10/31/21,2022,2022 Q2,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115365.1
JAF1628BBCH,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-F248XP-25,Nexus 7000 F2-Series 48 Port 10GbE (req. SFP+),Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,2/2/16,5/2/20,2/1/17,1/31/21,2021,2021 Q3,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115347.9
JAF1628BHAP,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-F248XP-25,Nexus 7000 F2-Series 48 Port 10GbE (req. SFP+),Hardware,CARD,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,2/2/16,5/2/20,2/1/17,1/31/21,2021,2021 Q3,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Minor,115365.4
JAF1629AKFC,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-C7009-BUN2-R,"Nexus 7009 Bundle (Chassis,(2)SUP1,(5)FAB2,(2)AC-6KW PSU)",Hardware,CHASSIS,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,115383
JAF1629AKFK,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-C7009-BUN2-R,"Nexus 7009 Bundle (Chassis,(2)SUP1,(5)FAB2,(2)AC-6KW PSU)",Hardware,CHASSIS,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,115347
JAF1629AKFT,NOT COVERED,EXPIRED,Data Center Networking,NX7K,N7000,N7K-C7009-BUN2-R,"Nexus 7009 Bundle (Chassis,(2)SUP1,(5)FAB2,(2)AC-6KW PSU)",Hardware,CHASSIS,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/30/12,2013,2013 Q1,8/15/14,11/13/18,,8/31/19,2020,2020 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,115365
SSI16360DWC,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-BA-BUN,"Reversed Airflow packN2K-C2248TP-E-1GE,2 AC PS,1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/19,3/31/20,2020,2020 Q3,SNT,202352146,11/16/12,2013,2013 Q2,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,1038110409,700 LOUISIANA ST,LITTLE ROCK,AR,Major,2300
SSI16360DXT,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-BA-BUN,"Reversed Airflow packN2K-C2248TP-E-1GE,2 AC PS,1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/19,3/31/20,2020,2020 Q3,SNT,202352146,11/16/12,2013,2013 Q2,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,1038110409,700 LOUISIANA ST,LITTLE ROCK,AR,Major,2304
SSI163905M4,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-BA-BUN,"Reversed Airflow packN2K-C2248TP-E-1GE,2 AC PS,1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,12/8/12,2013,2013 Q2,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,1038110409,700 LOUISIANA ST,LITTLE ROCK,AR,Major,2590
SSI163905P4,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-BA-BUN,"Reversed Airflow packN2K-C2248TP-E-1GE,2 AC PS,1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/19,3/31/20,2020,2020 Q3,SNT,202352146,12/8/12,2013,2013 Q2,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,1038110409,700 LOUISIANA ST,LITTLE ROCK,AR,Major,2589
SSI164708RW,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2232PP-FA-BUN,"^Standard airflow pack: N2K-C2232PP-10GE, 2AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,9/23/22,8/1/23,2024,2024 Q1,SNT,205159677,2/6/13,2013,2013 Q3,9/9/20,12/8/24,9/9/21,9/30/25,2026,2026 Q1,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,7455577,ENTERGY SERVICES INC,410842157,10055 GROGANS MILL RD,SPRING,TX,Major,2939
FCH1703V08N,NOT COVERED,EXPIRED,Data Center Networking,NX1K,N1000,N1K-1110-X=,1 Nexus 1110-X RMA unit (NO Nexus 1000V licenses),Hardware,CHASSIS,Others,Others,,1,7/1/20,6/30/21,2021,2021 Q4,SNT,204084990,2/20/13,2013,2013 Q3,11/4/16,1/30/21,,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY CORPORATION,181149,ENTERGY CORPORATION,151965991,ENTERGY SERVICES INC,1042938668,10055 GROGANS MILL RD,SPRING,TX,Minor,19348.1
FOC1704R0H8,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-B22HP-F,Cisco Nexus B22 Fabric Extender for HP with FETs,Hardware,CHASSIS,Others,Others,,1,9/23/22,7/31/23,2024,2024 Q1,SNT,205159677,3/25/13,2013,2013 Q3,5/2/21,7/31/25,5/2/22,5/31/26,2026,2026 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,7455577,ENTERGY SERVICES INC,410842157,10055 GROGANS MILL RD,SPRING,TX,Major,3284
SSI17040LEE,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UPM-B-S48,"N5548UP Storage Solutions Bundle, 48 port storage serv Licen",Hardware,CHASSIS,Others,Others,,1,4/1/23,5/31/24,2024,2024 Q4,SNT,205483789,4/29/13,2013,2013 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,5306
SSI171102T0,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UPM-B-S48,"N5548UP Storage Solutions Bundle, 48 port storage serv Licen",Hardware,CHASSIS,Others,Others,,1,4/1/23,5/31/24,2024,2024 Q4,SNT,205483789,4/29/13,2013,2013 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,5312
SSI17110022,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UPM-B-S48,"N5548UP Storage Solutions Bundle, 48 port storage serv Licen",Hardware,CHASSIS,Others,Others,,1,4/1/23,5/31/24,2024,2024 Q4,SNT,205483789,5/3/13,2013,2013 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,"Entergy Services, Inc.",2000262575,700 LOUISIANA ST,LITTLE ROCK,AR,Major,5533
SSI171100LC,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UPM-B-S48,"N5548UP Storage Solutions Bundle, 48 port storage serv Licen",Hardware,CHASSIS,Others,Others,,1,4/1/23,5/31/24,2024,2024 Q4,SNT,205483789,5/3/13,2013,2013 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,"Entergy Services, Inc.",2000262575,700 LOUISIANA ST,LITTLE ROCK,AR,Major,5527
SSI17130CJR,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,4/1/24,5/31/24,2024,2024 Q4,SNT,205483789,5/21/13,2013,2013 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,7083
SSI17130CK5,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,4/1/24,5/31/24,2024,2024 Q4,SNT,205483789,5/21/13,2013,2013 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,7084
FOC1704R0T9,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-B22HP-F,Cisco Nexus B22 Fabric Extender for HP with FETs,Hardware,CHASSIS,Others,Others,,1,9/23/22,7/31/23,2024,2024 Q1,SNT,205159677,6/22/13,2013,2013 Q4,5/2/21,7/31/25,5/2/22,5/31/26,2026,2026 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,7455577,ENTERGY SERVICES INC,410842157,10055 GROGANS MILL RD,SPRING,TX,Major,7856
FOC1713R0C2,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-B22HP-F,Cisco Nexus B22 Fabric Extender for HP with FETs,Hardware,CHASSIS,Others,Others,,1,9/23/22,7/31/23,2024,2024 Q1,SNT,205159677,6/22/13,2013,2013 Q4,5/2/21,7/31/25,5/2/22,5/31/26,2026,2026 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,7455577,ENTERGY SERVICES INC,410842157,10055 GROGANS MILL RD,SPRING,TX,Major,7857
